"filename","VerifiedTarget","LLMresponse","status","attempts","CharDiff"
"Map.comap_equiv_eq_map_symm'.lean","import Mathlib

open scoped Int

variable {G G' G'' : Type*} [Group G] [Group G'] [Group G'']

variable {A : Type*} [AddGroup A]

variable (H K : Subgroup G) {k : Set G}

variable {N : Type*} [Group N] {P : Type*} [Group P]

theorem comap_equiv_eq_map_symm' (f : N ≃* G) (K : Subgroup G) :
    K.comap f.toMonoidHom = K.map f.symm.toMonoidHom := (Subgroup.map_equiv_eq_comap_symm f.symm K).symm
","import Mathlib

open scoped Int

variable {G G' G'' : Type*} [Group G] [Group G'] [Group G'']

variable {A : Type*} [AddGroup A]

variable (H K : Subgroup G) {k : Set G}

variable {N : Type*} [Group N] {P : Type*} [Group P]

theorem comap_equiv_eq_map_symm' (f : N ≃* G) (K : Subgroup G) :
    K.comap f.toMonoidHom = K.map f.symm.toMonoidHom := by
  ext x
  constructor
  · intro hx
    exact ⟨f x, hx, by simp⟩
  · rintro ⟨y, hy, hxy⟩
    rw [← hxy]
    simpa using hy
","PASS","2","76"
"Map.comap_equiv_eq_map_symm.lean","import Mathlib

open scoped Int

variable {G G' G'' : Type*} [Group G] [Group G'] [Group G'']

variable {A : Type*} [AddGroup A]

variable (H K : Subgroup G) {k : Set G}

variable {N : Type*} [Group N] {P : Type*} [Group P]

theorem comap_equiv_eq_map_symm (f : N ≃* G) (K : Subgroup G) :
    K.comap (G := N) f = K.map f.symm :=
  (Subgroup.map_equiv_eq_comap_symm f.symm K).symm
","import Mathlib

open scoped Int

variable {G G' G'' : Type*} [Group G] [Group G'] [Group G'']

variable {A : Type*} [AddGroup A]

variable (H K : Subgroup G) {k : Set G}

variable {N : Type*} [Group N] {P : Type*} [Group P]

theorem comap_equiv_eq_map_symm (f : N ≃* G) (K : Subgroup G) :
    Subgroup.comap (f : N →* G) K = K.map (f.symm : G →* N) := by
  ext x
  constructor
  · intro hx
    refine ⟨f x, hx, ?_⟩
    simp
  · rintro ⟨y, hy, hxy⟩
    rw [← hxy]
    simpa using hy
","PASS","3","101"
"Map.comap_sup_comap_le.lean","import Mathlib

open scoped Int

variable {G G' G'' : Type*} [Group G] [Group G'] [Group G'']

variable {A : Type*} [AddGroup A]

variable (H K : Subgroup G) {k : Set G}

variable {N : Type*} [Group N] {P : Type*} [Group P]

theorem comap_sup_comap_le (H K : Subgroup N) (f : G →* N) :
    Subgroup.comap f H ⊔ Subgroup.comap f K ≤ Subgroup.comap f (H ⊔ K) := Monotone.le_map_sup (fun _ _ => Subgroup.comap_mono) H K
","import Mathlib

open scoped Int

variable {G G' G'' : Type*} [Group G] [Group G'] [Group G'']

variable {A : Type*} [AddGroup A]

variable (H K : Subgroup G) {k : Set G}

variable {N : Type*} [Group N] {P : Type*} [Group P]

theorem comap_sup_comap_le (H K : Subgroup N) (f : G →* N) :
    Subgroup.comap f H ⊔ Subgroup.comap f K ≤ Subgroup.comap f (H ⊔ K) := by
  rw [sup_le_iff]
  constructor
  · exact Subgroup.comap_mono le_sup_left
  · exact Subgroup.comap_mono le_sup_right
","PASS","2","63"
"Map.disjoint_map.lean","import Mathlib

open scoped Int

variable {G G' G'' : Type*} [Group G] [Group G'] [Group G'']

variable {A : Type*} [AddGroup A]

variable (H K : Subgroup G) {k : Set G}

variable {N : Type*} [Group N] {P : Type*} [Group P]

theorem disjoint_map {f : G →* N} (hf : Function.Injective f) {H K : Subgroup G} (h : Disjoint H K) :
    Disjoint (H.map f) (K.map f) := by
  rw [disjoint_iff, ← Subgroup.map_inf _ _ f hf, disjoint_iff.mp h, Subgroup.map_bot]
","import Mathlib

open scoped Int

variable {G G' G'' : Type*} [Group G] [Group G'] [Group G'']

variable {A : Type*} [AddGroup A]

variable (H K : Subgroup G) {k : Set G}

variable {N : Type*} [Group N] {P : Type*} [Group P]

theorem disjoint_map {f : G →* N} (hf : Function.Injective f) {H K : Subgroup G} (h : Disjoint H K) :
    Disjoint (H.map f) (K.map f) := by
  rw [Subgroup.disjoint_def] at h ⊢
  intro x hxH hxK
  rcases hxH with ⟨y, hy, rfl⟩
  rcases hxK with ⟨z, hz, hz_eq⟩
  have hyz : y = z := hf hz_eq.symm
  subst hyz
  simpa using congrArg f (h hy hz)
","PASS","3","115"
"Map.gc_map_comap.lean","import Mathlib

open scoped Int

variable {G G' G'' : Type*} [Group G] [Group G'] [Group G'']

variable {A : Type*} [AddGroup A]

variable (H K : Subgroup G) {k : Set G}

variable {N : Type*} [Group N] {P : Type*} [Group P]

theorem gc_map_comap (f : G →* N) : GaloisConnection (Subgroup.map f) (Subgroup.comap f) := fun _ _ =>
  Subgroup.map_le_iff_le_comap
","import Mathlib

open scoped Int

variable {G G' G'' : Type*} [Group G] [Group G'] [Group G'']

variable {A : Type*} [AddGroup A]

variable (H K : Subgroup G) {k : Set G}

variable {N : Type*} [Group N] {P : Type*} [Group P]

theorem gc_map_comap (f : G →* N) : GaloisConnection (Subgroup.map f) (Subgroup.comap f) :=
  fun S T => Subgroup.map_le_iff_le_comap
","PASS","1","0"
"Map.iSup_comap_le.lean","import Mathlib

open scoped Int

variable {G G' G'' : Type*} [Group G] [Group G'] [Group G'']

variable {A : Type*} [AddGroup A]

variable (H K : Subgroup G) {k : Set G}

variable {N : Type*} [Group N] {P : Type*} [Group P]

theorem iSup_comap_le {ι : Sort*} (f : G →* N) (s : ι → Subgroup N) :
    ⨆ i, (s i).comap f ≤ (iSup s).comap f := Monotone.le_map_iSup fun _ _ => Subgroup.comap_mono
","import Mathlib

open scoped Int

variable {G G' G'' : Type*} [Group G] [Group G'] [Group G'']

variable {A : Type*} [AddGroup A]

variable (H K : Subgroup G) {k : Set G}

variable {N : Type*} [Group N] {P : Type*} [Group P]

theorem iSup_comap_le {ι : Sort*} (f : G →* N) (s : ι → Subgroup N) :
    ⨆ i, (s i).comap f ≤ (iSup s).comap f := by
  refine iSup_le ?_
  intro i
  intro x hx
  exact show f x ∈ iSup s from le_iSup s i hx
","PASS","3","40"
"Map.inf_subgroupOf_left.lean","import Mathlib

open scoped Int

variable {G G' G'' : Type*} [Group G] [Group G'] [Group G'']

variable {A : Type*} [AddGroup A]

variable (H K : Subgroup G) {k : Set G}

variable {N : Type*} [Group N] {P : Type*} [Group P]

theorem inf_subgroupOf_left (H K : Subgroup G) : (K ⊓ H).subgroupOf K = H.subgroupOf K := by
  rw [inf_comm, Subgroup.inf_subgroupOf_right]
","import Mathlib

open scoped Int

variable {G G' G'' : Type*} [Group G] [Group G'] [Group G'']

variable {A : Type*} [AddGroup A]

variable (H K : Subgroup G) {k : Set G}

variable {N : Type*} [Group N] {P : Type*} [Group P]

theorem inf_subgroupOf_left (H K : Subgroup G) : (K ⊓ H).subgroupOf K = H.subgroupOf K := by
  ext x
  change x.1 ∈ K ∧ x.1 ∈ H ↔ x.1 ∈ H
  exact ⟨fun hx => hx.2, fun hx => ⟨x.2, hx⟩⟩
","PASS","2","44"
"Map.inf_subgroupOf_right.lean","import Mathlib

open scoped Int

variable {G G' G'' : Type*} [Group G] [Group G'] [Group G'']

variable {A : Type*} [AddGroup A]

variable (H K : Subgroup G) {k : Set G}

variable {N : Type*} [Group N] {P : Type*} [Group P]

theorem inf_subgroupOf_right (H K : Subgroup G) : (H ⊓ K).subgroupOf K = H.subgroupOf K := Subgroup.subgroupOf_inj.2 (inf_right_idem _ _)
","import Mathlib

open scoped Int

variable {G G' G'' : Type*} [Group G] [Group G'] [Group G'']

variable {A : Type*} [AddGroup A]

variable (H K : Subgroup G) {k : Set G}

variable {N : Type*} [Group N] {P : Type*} [Group P]

theorem inf_subgroupOf_right (H K : Subgroup G) : (H ⊓ K).subgroupOf K = H.subgroupOf K := by
  ext x
  change ((x : G) ∈ H ∧ (x : G) ∈ K) ↔ (x : G) ∈ H
  exact ⟨fun hx => hx.1, fun hx => ⟨hx, x.2⟩⟩
","PASS","2","61"
"Map.map_eq_comap_of_inverse.lean","import Mathlib

open scoped Int

variable {G G' G'' : Type*} [Group G] [Group G'] [Group G'']

variable {A : Type*} [AddGroup A]

variable {N : Type*} [Group N] (f : G →* N)

theorem map_eq_comap_of_inverse {f : G →* N} {g : N →* G} (hl : Function.LeftInverse g f)
    (hr : Function.RightInverse g f) (H : Subgroup G) : Subgroup.map f H = Subgroup.comap g H := SetLike.ext' <| by rw [Subgroup.coe_map, Subgroup.coe_comap, Set.image_eq_preimage_of_inverse hl hr]
","import Mathlib

open scoped Int

variable {G G' G'' : Type*} [Group G] [Group G'] [Group G'']

variable {A : Type*} [AddGroup A]

variable {N : Type*} [Group N] (f : G →* N)

theorem map_eq_comap_of_inverse {f : G →* N} {g : N →* G} (hl : Function.LeftInverse g f)
    (hr : Function.RightInverse g f) (H : Subgroup G) : Subgroup.map f H = Subgroup.comap g H := by
  ext x
  constructor
  · rintro ⟨y, hy, rfl⟩
    change g (f y) ∈ H
    simpa [hl y] using hy
  · intro hx
    refine ⟨g x, ?_, ?_⟩
    · exact hx
    · exact hr x
","PASS","2","67"
"Map.map_equiv_eq_comap_symm'.lean","import Mathlib

open scoped Int

variable {G G' G'' : Type*} [Group G] [Group G'] [Group G'']

variable {A : Type*} [AddGroup A]

variable (H K : Subgroup G) {k : Set G}

variable {N : Type*} [Group N] {P : Type*} [Group P]

theorem map_equiv_eq_comap_symm' (f : G ≃* N) (K : Subgroup G) :
    K.map f.toMonoidHom = K.comap f.symm.toMonoidHom := SetLike.coe_injective (f.toEquiv.image_eq_preimage_symm K)
","import Mathlib

open scoped Int

variable {G G' G'' : Type*} [Group G] [Group G'] [Group G'']

variable {A : Type*} [AddGroup A]

variable (H K : Subgroup G) {k : Set G}

variable {N : Type*} [Group N] {P : Type*} [Group P]

theorem map_equiv_eq_comap_symm' (f : G ≃* N) (K : Subgroup G) :
    K.map f.toMonoidHom = K.comap f.symm.toMonoidHom := by
  ext x
  constructor
  · rintro ⟨y, hy, rfl⟩
    simpa using hy
  · intro hx
    refine ⟨f.symm x, hx, ?_⟩
    simp
","PASS","1","61"
"Map.map_equiv_eq_comap_symm.lean","import Mathlib

open scoped Int

variable {G G' G'' : Type*} [Group G] [Group G'] [Group G'']

variable {A : Type*} [AddGroup A]

variable (H K : Subgroup G) {k : Set G}

variable {N : Type*} [Group N] {P : Type*} [Group P]

theorem map_equiv_eq_comap_symm (f : G ≃* N) (K : Subgroup G) :
    K.map f = K.comap (G := N) f.symm :=
  Subgroup.map_equiv_eq_comap_symm' _ _
","import Mathlib

open scoped Int

variable {G G' G'' : Type*} [Group G] [Group G'] [Group G'']

variable {A : Type*} [AddGroup A]

variable (H K : Subgroup G) {k : Set G}

variable {N : Type*} [Group N] {P : Type*} [Group P]

theorem map_equiv_eq_comap_symm (f : G ≃* N) (K : Subgroup G) :
    K.map f.toMonoidHom = K.comap f.symm.toMonoidHom := by
  ext x
  constructor
  · rintro ⟨y, hy, rfl⟩
    simpa using hy
  · intro hx
    refine ⟨f.symm x, hx, ?_⟩
    simp
","PASS","1","95"
"Map.map_equiv_top.lean","import Mathlib

open scoped Int

variable {G G' G'' : Type*} [Group G] [Group G'] [Group G'']

variable {A : Type*} [AddGroup A]

variable (H K : Subgroup G) {k : Set G}

variable {N : Type*} [Group N] {P : Type*} [Group P]

theorem map_equiv_top {F : Type*} [EquivLike F G N] [MulEquivClass F G N] (f : F) :
    Subgroup.map (f : G →* N) ⊤ = ⊤ := Subgroup.map_top_of_surjective _ (EquivLike.surjective f)
","import Mathlib

open scoped Int

variable {G G' G'' : Type*} [Group G] [Group G'] [Group G'']

variable {A : Type*} [AddGroup A]

variable (H K : Subgroup G) {k : Set G}

variable {N : Type*} [Group N] {P : Type*} [Group P]

theorem map_equiv_top {F : Type*} [EquivLike F G N] [MulEquivClass F G N] (f : F) :
    Subgroup.map (f : G →* N) ⊤ = ⊤ := by
  ext x
  constructor
  · intro hx
    trivial
  · intro hx
    rcases EquivLike.surjective f x with ⟨y, rfl⟩
    exact ⟨y, trivial, rfl⟩
","PASS","1","83"
"Map.map_inf.lean","import Mathlib

open scoped Int

variable {G G' G'' : Type*} [Group G] [Group G'] [Group G'']

variable {A : Type*} [AddGroup A]

variable (H K : Subgroup G) {k : Set G}

variable {N : Type*} [Group N] {P : Type*} [Group P]

theorem map_inf (H K : Subgroup G) (f : G →* N) (hf : Function.Injective f) :
    (H ⊓ K).map f = H.map f ⊓ K.map f := SetLike.coe_injective (Set.image_inter hf)
","import Mathlib

open scoped Int

variable {G G' G'' : Type*} [Group G] [Group G'] [Group G'']

variable {A : Type*} [AddGroup A]

variable (H K : Subgroup G) {k : Set G}

variable {N : Type*} [Group N] {P : Type*} [Group P]

theorem map_inf (H K : Subgroup G) (f : G →* N) (hf : Function.Injective f) :
    (H ⊓ K).map f = H.map f ⊓ K.map f := by
  ext x
  constructor
  · intro hx
    rcases hx with ⟨y, hy, rfl⟩
    exact ⟨⟨y, hy.1, rfl⟩, ⟨y, hy.2, rfl⟩⟩
  · intro hx
    rcases hx with ⟨hxH, hxK⟩
    rcases hxH with ⟨y, hyH, hxy⟩
    rcases hxK with ⟨z, hzK, hxz⟩
    have : y = z := hf (hxy.trans hxz.symm)
    subst z
    exact ⟨y, ⟨hyH, hzK⟩, hxy⟩
","PASS","1","268"
"Map.map_inf_eq.lean","import Mathlib

open scoped Int

variable {G G' G'' : Type*} [Group G] [Group G'] [Group G'']

variable {A : Type*} [AddGroup A]

variable (H K : Subgroup G) {k : Set G}

variable {N : Type*} [Group N] {P : Type*} [Group P]

theorem map_inf_eq (H K : Subgroup G) (f : G →* N) (hf : Function.Injective f) :
    Subgroup.map f (H ⊓ K) = Subgroup.map f H ⊓ Subgroup.map f K := by
  rw [← SetLike.coe_set_eq]
  simp [Set.image_inter hf]
","import Mathlib

open scoped Int

variable {G G' G'' : Type*} [Group G] [Group G'] [Group G'']

variable {A : Type*} [AddGroup A]

variable (H K : Subgroup G) {k : Set G}

variable {N : Type*} [Group N] {P : Type*} [Group P]

theorem map_inf_eq (H K : Subgroup G) (f : G →* N) (hf : Function.Injective f) :
    Subgroup.map f (H ⊓ K) = Subgroup.map f H ⊓ Subgroup.map f K := by
  ext x
  constructor
  · intro hx
    rcases hx with ⟨y, hy, rfl⟩
    exact ⟨⟨y, hy.1, rfl⟩, ⟨y, hy.2, rfl⟩⟩
  · intro hx
    rcases hx with ⟨hxH, hxK⟩
    rcases hxH with ⟨y, hyH, hyfx⟩
    rcases hxK with ⟨z, hzK, hzfx⟩
    have hyz : y = z := hf (hyfx.trans hzfx.symm)
    subst hyz
    exact ⟨y, ⟨hyH, hzK⟩, hyfx⟩
","PASS","1","263"
"Map.map_inf_le.lean","import Mathlib

open scoped Int

variable {G G' G'' : Type*} [Group G] [Group G'] [Group G'']

variable {A : Type*} [AddGroup A]

variable (H K : Subgroup G) {k : Set G}

variable {N : Type*} [Group N] {P : Type*} [Group P]

theorem map_inf_le (H K : Subgroup G) (f : G →* N) : Subgroup.map f (H ⊓ K) ≤ Subgroup.map f H ⊓ Subgroup.map f K := le_inf (Subgroup.map_mono inf_le_left) (Subgroup.map_mono inf_le_right)
","import Mathlib

open scoped Int

variable {G G' G'' : Type*} [Group G] [Group G'] [Group G'']

variable {A : Type*} [AddGroup A]

variable (H K : Subgroup G) {k : Set G}

variable {N : Type*} [Group N] {P : Type*} [Group P]

theorem map_inf_le (H K : Subgroup G) (f : G →* N) : Subgroup.map f (H ⊓ K) ≤ Subgroup.map f H ⊓ Subgroup.map f K := by
  intro x hx
  rcases hx with ⟨y, hy, rfl⟩
  exact ⟨⟨y, hy.1, rfl⟩, ⟨y, hy.2, rfl⟩⟩
","PASS","1","15"
"Map.map_one_eq_bot.lean","import Mathlib

open scoped Int

variable {G G' G'' : Type*} [Group G] [Group G'] [Group G'']

variable {A : Type*} [AddGroup A]

variable (H K : Subgroup G) {k : Set G}

variable {N : Type*} [Group N] {P : Type*} [Group P]

theorem map_one_eq_bot : K.map (1 : G →* N) = ⊥ := eq_bot_iff.mpr <| by
    rintro x ⟨y, _, rfl⟩
    simp
","import Mathlib

open scoped Int

variable {G G' G'' : Type*} [Group G] [Group G'] [Group G'']

variable {A : Type*} [AddGroup A]

variable (H K : Subgroup G) {k : Set G}

variable {N : Type*} [Group N] {P : Type*} [Group P]

theorem map_one_eq_bot : K.map (1 : G →* N) = ⊥ := by
  ext x
  constructor
  · intro hx
    rcases hx with ⟨y, hy, rfl⟩
    simp
  · intro hx
    rcases show x = 1 from by simpa using hx with rfl
    exact ⟨1, K.one_mem, by simp⟩
","PASS","1","125"
"Map.map_subgroupOf_eq_of_le.lean","import Mathlib

open scoped Int

variable {G G' G'' : Type*} [Group G] [Group G'] [Group G'']

variable {A : Type*} [AddGroup A]

variable (H K : Subgroup G) {k : Set G}

variable {N : Type*} [Group N] {P : Type*} [Group P]

theorem map_subgroupOf_eq_of_le {H K : Subgroup G} (h : H ≤ K) :
    (H.subgroupOf K).map K.subtype = H := by
  rwa [Subgroup.subgroupOf_map_subtype, inf_eq_left]
","import Mathlib

open scoped Int

variable {G G' G'' : Type*} [Group G] [Group G'] [Group G'']

variable {A : Type*} [AddGroup A]

variable (H K : Subgroup G) {k : Set G}

variable {N : Type*} [Group N] {P : Type*} [Group P]

theorem map_subgroupOf_eq_of_le {H K : Subgroup G} (h : H ≤ K) :
    (H.subgroupOf K).map K.subtype = H := by
  ext x
  constructor
  · intro hx
    rcases hx with ⟨y, hy, rfl⟩
    exact hy
  · intro hx
    refine ⟨⟨x, h hx⟩, ?_, rfl⟩
    exact hx
","PASS","2","85"
"Map.map_symm_eq_iff_map_eq.lean","import Mathlib

open scoped Int

variable {G G' G'' : Type*} [Group G] [Group G'] [Group G'']

variable {A : Type*} [AddGroup A]

variable (H K : Subgroup G) {k : Set G}

variable {N : Type*} [Group N] {P : Type*} [Group P]

theorem map_symm_eq_iff_map_eq {H : Subgroup N} {e : G ≃* N} :
    H.map ↑e.symm = K ↔ K.map ↑e = H := by
  constructor <;> rintro rfl
  · rw [Subgroup.map_map, ← MulEquiv.coe_monoidHom_trans, MulEquiv.symm_trans_self,
      MulEquiv.coe_monoidHom_refl, Subgroup.map_id]
  · rw [Subgroup.map_map, ← MulEquiv.coe_monoidHom_trans, MulEquiv.self_trans_symm,
      MulEquiv.coe_monoidHom_refl, Subgroup.map_id]
","FAIL
import Mathlib

open scoped Int

variable {G G' G'' : Type*} [Group G] [Group G'] [Group G'']

variable {A : Type*} [AddGroup A]

variable (H K : Subgroup G) {k : Set G}

variable {N : Type*} [Group N] {P : Type*} [Group P]

theorem map_symm_eq_iff_map_eq {H : Subgroup N} {e : G ≃* N} :
    H.map ↑e.symm = K ↔ K.map ↑e = H := by
  constructor
  · intro h
    rw [← h]
    ext x
    constructor
    · intro hx
      rcases hx with ⟨y, hy, rfl⟩
      change H (e (e.symm y))
      simpa
    · intro hx
      refine ⟨e x, ?_, by simp⟩
      simpa using hx
  · intro h
    rw [← h]
    ext x
    constructor
    · intro hx
      rcases hx with ⟨y, hy, rfl⟩
      change K (e.symm (e y))
      simpa
    · intro hx
      refine ⟨e.symm x, ?_, by simp⟩
      simpa using hx
","FAIL","3","143"
"Map.map_top_of_surjective.lean","import Mathlib

open scoped Int

variable {G G' G'' : Type*} [Group G] [Group G'] [Group G'']

variable {A : Type*} [AddGroup A]

variable (H K : Subgroup G) {k : Set G}

variable {N : Type*} [Group N] {P : Type*} [Group P]

theorem map_top_of_surjective (f : G →* N) (h : Function.Surjective f) : Subgroup.map f ⊤ = ⊤ := by
  rw [eq_top_iff]
  intro x _
  obtain ⟨y, hy⟩ := h x
  exact ⟨y, trivial, hy⟩
","import Mathlib

open scoped Int

variable {G G' G'' : Type*} [Group G] [Group G'] [Group G'']

variable {A : Type*} [AddGroup A]

variable (H K : Subgroup G) {k : Set G}

variable {N : Type*} [Group N] {P : Type*} [Group P]

theorem map_top_of_surjective (f : G →* N) (h : Function.Surjective f) : Subgroup.map f ⊤ = ⊤ := by
  ext n
  constructor
  · intro _
    simp
  · intro _
    rcases h n with ⟨g, rfl⟩
    exact ⟨g, by simp, rfl⟩
","PASS","1","33"
"Map.mem_map_equiv.lean","import Mathlib

open scoped Int

variable {G G' G'' : Type*} [Group G] [Group G'] [Group G'']

variable {A : Type*} [AddGroup A]

variable (H K : Subgroup G) {k : Set G}

variable {N : Type*} [Group N] {P : Type*} [Group P]

theorem mem_map_equiv {f : G ≃* N} {K : Subgroup G} {x : N} :
    x ∈ K.map f.toMonoidHom ↔ f.symm x ∈ K := Set.mem_image_equiv
","import Mathlib

open scoped Int

variable {G G' G'' : Type*} [Group G] [Group G'] [Group G'']

variable {A : Type*} [AddGroup A]

variable (H K : Subgroup G) {k : Set G}

variable {N : Type*} [Group N] {P : Type*} [Group P]

theorem mem_map_equiv {f : G ≃* N} {K : Subgroup G} {x : N} :
    x ∈ K.map f.toMonoidHom ↔ f.symm x ∈ K := by
  constructor
  · rintro ⟨y, hy, rfl⟩
    simpa using hy
  · intro hx
    refine ⟨f.symm x, hx, ?_⟩
    exact f.apply_symm_apply x
","PASS","1","114"
"Map.mem_subgroupOf.lean","import Mathlib

open scoped Int

variable {G G' G'' : Type*} [Group G] [Group G'] [Group G'']

variable {A : Type*} [AddGroup A]

variable (H K : Subgroup G) {k : Set G}

variable {N : Type*} [Group N] {P : Type*} [Group P]

theorem mem_subgroupOf {H K : Subgroup G} {h : K} : h ∈ H.subgroupOf K ↔ (h : G) ∈ H := Iff.rfl
","import Mathlib

open scoped Int

variable {G G' G'' : Type*} [Group G] [Group G'] [Group G'']

variable {A : Type*} [AddGroup A]

variable (H K : Subgroup G) {k : Set G}

variable {N : Type*} [Group N] {P : Type*} [Group P]

theorem mem_subgroupOf {H K : Subgroup G} {h : K} : h ∈ H.subgroupOf K ↔ (h : G) ∈ H := Iff.rfl
","PASS","1","0"
"Map.subgroupComap_surjective_of_surjective.lean","import Mathlib

open scoped Int

variable {G G' G'' : Type*} [Group G] [Group G'] [Group G'']

variable {A : Type*} [AddGroup A]

variable {N : Type*} [Group N]

theorem subgroupComap_surjective_of_surjective (f : G →* G') (H' : Subgroup G') (hf : Function.Surjective f) :
    Function.Surjective (f.subgroupComap H') := f.submonoidComap_surjective_of_surjective H'.toSubmonoid hf
","import Mathlib

open scoped Int

variable {G G' G'' : Type*} [Group G] [Group G'] [Group G'']

variable {A : Type*} [AddGroup A]

variable {N : Type*} [Group N]

theorem subgroupComap_surjective_of_surjective (f : G →* G') (H' : Subgroup G') (hf : Function.Surjective f) :
    Function.Surjective (f.subgroupComap H') := by
  intro x
  rcases hf x.1 with ⟨y, hy⟩
  refine ⟨⟨y, ?_⟩, ?_⟩
  · simpa [hy] using x.2
  · ext
    exact hy
","PASS","2","51"
"Map.subgroupMap_surjective.lean","import Mathlib

open scoped Int

variable {G G' G'' : Type*} [Group G] [Group G'] [Group G'']

variable {A : Type*} [AddGroup A]

variable {N : Type*} [Group N]

theorem subgroupMap_surjective (f : G →* G') (H : Subgroup G) :
    Function.Surjective (f.subgroupMap H) := f.submonoidMap_surjective H.toSubmonoid
","import Mathlib

open scoped Int

variable {G G' G'' : Type*} [Group G] [Group G'] [Group G'']

variable {A : Type*} [AddGroup A]

variable {N : Type*} [Group N]

theorem subgroupMap_surjective (f : G →* G') (H : Subgroup G) :
    Function.Surjective (f.subgroupMap H) :=
by
  intro y
  rcases y with ⟨y, hy⟩
  rcases hy with ⟨x, hx, rfl⟩
  refine ⟨⟨x, hx⟩, ?_⟩
  rfl
","PASS","2","56"
"Map.subgroupOf_eq_bot.lean","import Mathlib

open scoped Int

variable {G G' G'' : Type*} [Group G] [Group G'] [Group G'']

variable {A : Type*} [AddGroup A]

variable (H K : Subgroup G) {k : Set G}

variable {N : Type*} [Group N] {P : Type*} [Group P]

theorem subgroupOf_eq_bot {H K : Subgroup G} : H.subgroupOf K = ⊥ ↔ Disjoint H K := by
  rw [disjoint_iff, ← Subgroup.bot_subgroupOf, Subgroup.subgroupOf_inj, bot_inf_eq]
","FAIL
import Mathlib

open scoped Int

variable {G G' G'' : Type*} [Group G] [Group G'] [Group G'']

variable {A : Type*} [AddGroup A]

variable (H K : Subgroup G) {k : Set G}

variable {N : Type*} [Group N] {P : Type*} [Group P]

theorem subgroupOf_eq_bot {H K : Subgroup G} : H.subgroupOf K = ⊥ ↔ Disjoint H K := by
  constructor
  · intro h
    refine disjoint_iff.2 ?_
    intro x hxH hxK
    have hx : (⟨x, hxK⟩ : K) ∈ H.subgroupOf K := hxH
    rw [h, Subgroup.mem_bot] at hx
    exact Subtype.ext_iff.mp hx
  · intro h
    ext x
    constructor
    · intro hx
      have hx1 : ((x : K) : G) = 1 := by
        exact disjoint_iff.1 h ((x : K) : G) hx x.2
      exact Subtype.ext_iff.mpr hx1
    · intro hx
      rw [Subgroup.mem_bot] at hx
      rw [hx]
      exact (H.subgroupOf K).one_mem
","FAIL","3","398"
"Map.subgroupOf_eq_top.lean","import Mathlib

open scoped Int

variable {G G' G'' : Type*} [Group G] [Group G'] [Group G'']

variable {A : Type*} [AddGroup A]

variable (H K : Subgroup G) {k : Set G}

variable {N : Type*} [Group N] {P : Type*} [Group P]

theorem subgroupOf_eq_top {H K : Subgroup G} : H.subgroupOf K = ⊤ ↔ K ≤ H := by
  rw [← Subgroup.top_subgroupOf, Subgroup.subgroupOf_inj, top_inf_eq, inf_eq_right]
","import Mathlib

open scoped Int

variable {G G' G'' : Type*} [Group G] [Group G'] [Group G'']

variable {A : Type*} [AddGroup A]

variable (H K : Subgroup G) {k : Set G}

variable {N : Type*} [Group N] {P : Type*} [Group P]

theorem subgroupOf_eq_top {H K : Subgroup G} : H.subgroupOf K = ⊤ ↔ K ≤ H := by
  constructor
  · intro h x hxK
    have hxTop : ⟨x, hxK⟩ ∈ H.subgroupOf K := by
      rw [h]
      exact Subgroup.mem_top _
    exact hxTop
  · intro h
    ext x
    constructor
    · intro hx
      exact Subgroup.mem_top x
    · intro _
      exact h x.2
","PASS","1","173"
"Map.subgroupOf_map_subtype.lean","import Mathlib

open scoped Int

variable {G G' G'' : Type*} [Group G] [Group G'] [Group G'']

variable {A : Type*} [AddGroup A]

variable (H K : Subgroup G) {k : Set G}

variable {N : Type*} [Group N] {P : Type*} [Group P]

theorem subgroupOf_map_subtype (H K : Subgroup G) : (H.subgroupOf K).map K.subtype = H ⊓ K := SetLike.ext' <| by refine Subtype.image_preimage_coe _ _ |>.trans ?_; apply Set.inter_comm
","import Mathlib

open scoped Int

variable {G G' G'' : Type*} [Group G] [Group G'] [Group G'']

variable {A : Type*} [AddGroup A]

variable (H K : Subgroup G) {k : Set G}

variable {N : Type*} [Group N] {P : Type*} [Group P]

theorem subgroupOf_map_subtype (H K : Subgroup G) : (H.subgroupOf K).map K.subtype = H ⊓ K := by
  ext x
  constructor
  · rintro ⟨y, hy, rfl⟩
    exact ⟨hy, y.property⟩
  · rintro ⟨hxH, hxK⟩
    refine ⟨⟨x, hxK⟩, hxH, rfl⟩
","PASS","2","39"
